city,country,date,gender,p1_player_1_id,p1_player_1_name,p1_player_2_id,p1_player_2_name,p2_player_1_id,p2_player_1_name,p2_player_2_id,p2_player_2_name,p3_player_1_id,p3_player_1_name,p3_player_2_id,p3_player_2_name,p4_player_1_id,p4_player_1_name,p4_player_2_id,p4_player_2_name,season_title,tournament_id,year
Giardini Naxos, Italy,Jun 30-Jul 3,M,13751,Bradley Fuller,9436,Sam O'Dea,17316,Davide Benzi,16986,Carlo Bonifazi,20220,Gianluca Dal Corso,16802,Jakob Windisch,16270,Audrius Knasas,17181,Patrikas Stankevicius,Volleyball World Beach Pro Tour 2022 Season Summary,4079,2022
Nantong, China,Jun 7-10,W,16155,Josemari Alves,9923,Liliane Maestrini,15783,Gaia Traballi,13904,Agata Zuccarelli,14447,Phoebe Bell,13714,Jessyka Ngauamo,7402,Takemi Nishibori,9082,Ayumi Shiratori,Volleyball World Beach Pro Tour 2018 Season Summary,3458,2018
Nanjing, China,Jun 14-17,W,16155,Josemari Alves,9923,Liliane Maestrini,11612,Fan Wang,14924,Xinyi Xia,14159,Amanda Lawson,13811,Irene Pollock,14923,Meimei Lin,13682,Lingdi Zhu,Volleyball World Beach Pro Tour 2018 Season Summary,3437,2018
Baden, Austria,Jun 14-17,M,2106,Clemens Doppler,5718,Alexander Horst,13301,Julian Horl,12379,Tobias Winter,13785,Bjarne Huus,14741,Anders Mol,13344,Martin Ermacora,14710,Moritz Pristauz,Volleyball World Beach Pro Tour 2018 Season Summary,3523,2018
Koropove, Ukraine,Sep 3-5,W,17258,Anita Dave,17425,Sofia Starikov,15658,Franziska Friedl,19106,Eva Pfeffer,19530,Anhelina Khmil,19531,Tetiana Lazarenko,20702,Anastasiya Nagorna,20701,Veronika Zhukova,Volleyball World Beach Pro Tour 2021 Season Summary,3942,2021
Cervia, Italy,Sep 9-12,M,17983,Samuele Cottafava,16802,Jakob Windisch,13467,Miles Evans,17820,Troy Field,13629,Jyrki Nurminen,15009,Santeri Siren,15466,Felix Friedl,15826,Maximilian Trummer,Volleyball World Beach Pro Tour 2021 Season Summary,3932,2021
Tuan Chau Island, Vietnam,May 9-12,W,11691,Ksenia Dabizha,14577,Daria Rudykh,6711,Alexandra Moiseeva,12509,Ekaterina Syrtseva,15016,Yui Nagata,17045,Yukako Suzuki,14793,Ioana-Alexandra Ordean,16451,Beata Vaida,Volleyball World Beach Pro Tour 2019 Season Summary,3599,2019
Itapema, Brazil,May 14-19,W,7091,Alix Klineman,7389,April Ross,10798,Melissa Humana-Paredes,14304,Sarah Pavan,9176,Heather Bansley,14956,Brandie Wilkerson,13779,Joy Stubbe,6760,Marleen Van Iersel,Volleyball World Beach Pro Tour 2019 Season Summary,3601,2019
Itapema, Brazil,May 15-19,M,14741,Anders Mol,13274,Christian Sorum,13340,Michal Bryl,8758,Grzegorz Fijalek,13566,Steven van de Velde,9429,Christiaan Varenhorst,10443,Piotr Kantor,10444,Bartosz Losiak,Volleyball World Beach Pro Tour 2019 Season Summary,3600,2019
Giardini Naxos, Italy,Jun 30-Jul 3,W,13903,Margherita Bianchin,17144,Claudia Scampoli,18078,Sarah Cools,18400,Lisa Van Den Vonder,20171,Valentina Cali,20317,Margherita Tega,16191,Eleonora Gili,15434,Reka Orsi Toth,Volleyball World Beach Pro Tour 2022 Season Summary,4080,2022
Gstaad, Switzerland,Jul 6-9,M,12583,Esteban Grimalt,12656,Marco Grimalt,13393,Ondrej Perusic,16538,David Schweiner,13566,Steven van de Velde,9429,Christiaan Varenhorst,14052,Saymon Barbosa,8539,Bruno Schmidt,Volleyball World Beach Pro Tour 2022 Season Summary,3971,2022
Gstaad, Switzerland,Jul 6-10,W,13802,Duda Lisboa,15329,Ana Patricia Silva,5887,Carol Salgado,8022,Barbara Seixas,8395,Mariafe Artacho,10795,Taliqua Clancy,14462,Tina Graudina,14774,Anastasija Samoilova,Volleyball World Beach Pro Tour 2022 Season Summary,3972,2022
Baden, Austria,Jun 14-16,W,9372,Teresa Mersmann,11838,Cinja Tillmann,11650,Lena Plesiutschnig,11649,Katharina Schutzenhofer,16300,Emilie Olimstad,10983,Janne Pedersen,16793,Agnese Caica,13356,Marta Ozolina,Volleyball World Beach Pro Tour 2018 Season Summary,3524,2018
Ostrava, Czech Republic,Jun 20-24,M,7783,Adrian Gavira,2077,Pablo Herrera,10443,Piotr Kantor,10444,Bartosz Losiak,14524,Ilya Leshukov,11053,Konstantin Semenov,13393,Ondrej Perusic,16538,David Schweiner,Volleyball World Beach Pro Tour 2018 Season Summary,3454,2018
Ostrava, Czech Republic,Jun 20-24,W,9361,Barbora Hermannova,7763,Marketa Slukova,9176,Heather Bansley,14956,Brandie Wilkerson,9100,Karla Borger,17317,Margareta Kozuch,10805,Victoria Bieneck,10827,Isabel Schneider,Volleyball World Beach Pro Tour 2018 Season Summary,3455,2018
Cervia, Italy,Sep 9-12,W,19081,Sara Breidenbach,16294,Chiara They,17069,Terese Cannon,16798,Molly Turner,17653,Tjasa Kotnik,16304,Tajda Lovsin,18727,Giada Godenzoni,20869,Giulia Rubini,Volleyball World Beach Pro Tour 2021 Season Summary,3933,2021
Apeldoorn, Netherlands,Sep 9-12,M,19655,Pawel Lewandowski,20527,Jakub Zdybek,18143,Matthew Immers,14713,Ruben Penninga,17499,Bautista Amieva,20605,Tomas Capogrosso,16262,Robin Sowa,19450,Lui Wust,Volleyball World Beach Pro Tour 2021 Season Summary,3949,2021
Aydin, Türkiye,May 16-19,M,13069,Maciej Rudol,7843,Jakub Szalankiewicz,15116,Marco Caminati,11262,Alex Ranghieri,9556,Alexander Walkenhorst,15725,Sven Winter,15089,Jasper Bouter,14713,Ruben Penninga,Volleyball World Beach Pro Tour 2019 Season Summary,3711,2019
Aydin, Türkiye,May 16-19,W,16679,Mariia Bocharova,16130,Maria Voronina,9397,Maryna Hladun,13532,Diana Lunina,16359,Laura Caluori,13745,Dunja Gerson,13757,Sophie Bukovec,14046,Taylor Pischke,Volleyball World Beach Pro Tour 2019 Season Summary,3712,2019
Lecce, Italy,Jul 7-10,M,20220,Gianluca Dal Corso,16802,Jakob Windisch,9444,Sergiy Popov,14271,Eduard Reznik,15012,Kristoffer Abell,16819,Jacob Brinck,17499,Bautista Amieva,14507,Leo Aveiro,Volleyball World Beach Pro Tour 2022 Season Summary,4081,2022
Lecce, Italy,Jul 7-10,W,8951,Miller Pata,16558,Sherysyn Toko,20460,Valentina Gottardi,7849,Marta Menegatti,20977,Maia Najul,15957,Cecilia Peralta,15280,Georgia Johnson,19370,Alisha Stevens,Volleyball World Beach Pro Tour 2022 Season Summary,4082,2022
Espinho, Portugal,Jul 14-17,M,13340,Michal Bryl,10444,Bartosz Losiak,13344,Martin Ermacora,14710,Moritz Pristauz,6770,Aleksandrs Samoilovs,6874,Janis Smedins,10443,Piotr Kantor,13069,Maciej Rudol,Volleyball World Beach Pro Tour 2022 Season Summary,4057,2022
Manavgat, Türkiye,Jun 20-23,M,9594,Oscar Brandao,11120,Luciano Ferreira,15012,Kristoffer Abell,8930,Daniel Thomsen,15820,Jannes van der Ham,8638,Sven Vismans,15404,Alejandro Huerta,14800,Javier Huerta,Volleyball World Beach Pro Tour 2018 Season Summary,3525,2018
Manavgat, Türkiye,Jun 20-23,W,14437,Satono Ishitsubo,18396,Asami Shiba,18078,Sarah Cools,18400,Lisa Van Den Vonder,14669,Merve Nezir,16456,Aleyna Vence,15891,Erika Habaguchi,18189,Yurika Sakaguchi,Volleyball World Beach Pro Tour 2018 Season Summary,3526,2018
Apeldoorn, Netherlands,Sep 9-12,W,18514,Anna-Lena Grune,16916,Sarah Schulz,17208,Esmee Priem,19373,Iris Reinders,18477,Lea Kunst,20467,Nele Schmitt,18586,Wies Bekhuis,18966,Nadine Everaert,Volleyball World Beach Pro Tour 2021 Season Summary,3950,2021
Jinjiang, China,May 22-26,M,14741,Anders Mol,13274,Christian Sorum,11854,Evandro Goncalves,8539,Bruno Schmidt,15355,Andre Loyola,14454,George Wanderley,13699,Tri Bourne,13453,Trevor Crabb,Volleyball World Beach Pro Tour 2019 Season Summary,3642,2019
Espinho, Portugal,Jul 14-17,W,8395,Mariafe Artacho,10795,Taliqua Clancy,16376,Corinne Quiggle,16898,Sarah Schermerhorn,14458,Andressa Cavalcanti,16883,Vitoria De Souza,18513,Sofia Gonzalez,11614,Paula Soria,Volleyball World Beach Pro Tour 2022 Season Summary,4058,2022
Ciro Marina, Italy,Jul 14-17,M,17499,Bautista Amieva,14507,Leo Aveiro,17316,Davide Benzi,16986,Carlo Bonifazi,16354,Issa Batrane,18673,Frederick Bialokoz,19196,Markus Mol,17185,Nils Ringoen,Volleyball World Beach Pro Tour 2022 Season Summary,4083,2022
Sentosa, Singapore,Jun 21-24,M,8081,Peng Gao,10185,Yang Li,16548,Kusti Nolvak,16549,Mart Tiisaar,14509,Mohammad Ashfiya,15022,Candra Rachmawan,11750,Jan Pokersnik,10129,Nejc Zemljak,Volleyball World Beach Pro Tour 2018 Season Summary,3456,2018
Sentosa, Singapore,Jun 21-24,W,16621,Reika Murakami,13075,Chiyo Suzuki,7402,Takemi Nishibori,9082,Ayumi Shiratori,11615,Anna Behlen,13770,Sarah Schneider,12487,Sigrid Simonsson,10993,Tadva Yoken,Volleyball World Beach Pro Tour 2018 Season Summary,3457,2018
Madrid, Spain,Sep 16-19,W,16287,Maria Carro,11614,Paula Soria,17653,Tjasa Kotnik,16304,Tajda Lovsin,19530,Anhelina Khmil,19531,Tetiana Lazarenko,14007,Ida Sinisalo,19512,Sara Sinisalo,Volleyball World Beach Pro Tour 2021 Season Summary,3934,2021
Nijmegen, Netherlands,Sep 16-19,M,13467,Miles Evans,17820,Troy Field,18616,Stefan Boermans,20383,Sam van Der Loo,16820,Joaquin Bello,16932,Luis Javier Bello,13301,Julian Horl,13012,Florian Schnetzer,Volleyball World Beach Pro Tour 2021 Season Summary,3951,2021
Jinjiang, China,May 22-26,W,8047,Brooke Sweat,1923,Kerri Walsh Jennings,8395,Mariafe Artacho,10795,Taliqua Clancy,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,6641,Agatha Bednarczuk,13802,Duda Lisboa,Volleyball World Beach Pro Tour 2019 Season Summary,3643,2019
Boracay, Philippines,May 23-26,M,17548,Narongdet Kangkon,15652,Banlue Nakprakhong,14279,Yuya Ageba,19083,Nobuaki Taira,18096,Jumpei Ikeda,2119,Katsuhiro Shiratori,16555,Simon Baldauf,15826,Maximilian Trummer,Volleyball World Beach Pro Tour 2019 Season Summary,3602,2019
Boracay, Philippines,May 23-26,W,14437,Satono Ishitsubo,18396,Asami Shiba,10991,Sakurako Fujii,16250,Minori Kumada,15386,Brittany Kendall,15492,Stefanie Weiler,13360,Tjasa Jancar,17653,Tjasa Kotnik,Volleyball World Beach Pro Tour 2019 Season Summary,3603,2019
Ciro Marina, Italy,Jul 14-17,W,18936,Madelyne Anderson,16798,Molly Turner,16448,Heleene Hollas,16449,Liisa Soomets,20171,Valentina Cali,20317,Margherita Tega,18727,Giada Godenzoni,20869,Giulia Rubini,Volleyball World Beach Pro Tour 2022 Season Summary,4084,2022
Daegu, Korea,Jul 15-17,W,17565,Jie Dong,15495,Lvwen Yuan,18662,Kana Motomura,19954,Harumi Sakai,11932,Rumpaipruet Numwong,15944,Charanrutwadee Patcharamainaruebhorn,18178,Miyu Sakamoto,18179,Mayu Sawame,Volleyball World Beach Pro Tour 2022 Season Summary,4124,2022
Agadir, Morocco,Jul 21-24,M,18616,Stefan Boermans,18143,Matthew Immers,14738,Mathias Berntsen,13275,Hendrik Mol,14784,Florian Breer,14651,Marco Krattiger,16902,Paul Burnett,8410,Christopher McHugh,Volleyball World Beach Pro Tour 2022 Season Summary,4059,2022
Warsaw, Poland,Jun 27-Jul 1,M,10443,Piotr Kantor,10444,Bartosz Losiak,9345,Vitor Felipe,11854,Evandro Goncalves,6770,Aleksandrs Samoilovs,6874,Janis Smedins,9129,Alexander Brouwer,9130,Robert Meeuwsen,Volleyball World Beach Pro Tour 2018 Season Summary,3459,2018
Warsaw, Poland,Jun 27-Jul 1,W,9176,Heather Bansley,14956,Brandie Wilkerson,9373,Chantal Laboureur,8417,Julia Sude,6641,Agatha Bednarczuk,13802,Duda Lisboa,14478,Kelly Cheng,6428,Brittany Hochevar,Volleyball World Beach Pro Tour 2018 Season Summary,3460,2018
Nijmegen, Netherlands,Sep 16-19,W,17069,Terese Cannon,14113,Delaney Mewhirter,18514,Anna-Lena Grune,16916,Sarah Schulz,17122,Mara Betschart,18879,Annik Stahli,14682,Aline Chamereau,17884,Clemence Vieira,Volleyball World Beach Pro Tour 2021 Season Summary,3952,2021
Cagliari, Italy,Oct 6-10,M,14741,Anders Mol,13274,Christian Sorum,13393,Ondrej Perusic,16538,David Schweiner,13566,Steven van de Velde,9429,Christiaan Varenhorst,9422,Daniele Lupo,9059,Paolo Nicolai,Volleyball World Beach Pro Tour 2021 Season Summary,3928,2021
Ostrava, Czech Republic,May 29-Jun 2,M,14741,Anders Mol,13274,Christian Sorum,13393,Ondrej Perusic,16538,David Schweiner,13340,Michal Bryl,8758,Grzegorz Fijalek,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,Volleyball World Beach Pro Tour 2019 Season Summary,3604,2019
Ostrava, Czech Republic,May 29-Jun 2,W,6641,Agatha Bednarczuk,13802,Duda Lisboa,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,5292,Sanne Keizer,9485,Madelein Meppelink,8047,Brooke Sweat,1923,Kerri Walsh Jennings,Volleyball World Beach Pro Tour 2019 Season Summary,3605,2019
Nantong, China,May 30-Jun 2,W,19002,Jingzhe Wang,17591,Shuhui Wen,11651,Carolina Horta,5834,Angela Lavalle,11691,Ksenia Dabizha,14577,Daria Rudykh,17374,Aleksandra Gromadowska,13339,Jagoda Gruszczynska,Volleyball World Beach Pro Tour 2019 Season Summary,3639,2019
Agadir, Morocco,Jul 21-24,W,17791,Emma Piersma,17054,Mexime van Driel,9361,Barbora Hermannova,15756,Marie-Sara Stochlova,20460,Valentina Gottardi,7849,Marta Menegatti,14209,Megan McNamara,14208,Nicole McNamara,Volleyball World Beach Pro Tour 2022 Season Summary,4060,2022
Warsaw, Poland,Jul 21-24,M,7844,Michal Kadziola,17751,Marcin Ociepski,19403,Jedrzej Brozyniak,9144,Piotr Janiak,17919,Milosz Kruk,18455,Mikolaj Miszczuk,12438,Robert Juchnevic,10776,Artur Vasiljev,Volleyball World Beach Pro Tour 2022 Season Summary,4085,2022
Warsaw, Poland,Jul 21-24,W,19530,Anhelina Khmil,19531,Tetiana Lazarenko,12452,Katarzyna Kociolek,17583,Marta Lodej,17565,Jie Dong,15495,Lvwen Yuan,13942,Sanna Thurin,13941,Tina Thurin,Volleyball World Beach Pro Tour 2022 Season Summary,4086,2022
Espinho, Portugal,Jul 3-8,M,6770,Aleksandrs Samoilovs,6874,Janis Smedins,11727,Guto Carvalhaes,525,Ricardo Santos,15563,Julius Thole,13767,Clemens Wickler,9345,Vitor Felipe,11854,Evandro Goncalves,Volleyball World Beach Pro Tour 2018 Season Summary,3463,2018
Espinho, Portugal,Jul 3-7,W,8395,Mariafe Artacho,10795,Taliqua Clancy,8003,Maria Antonelli,5887,Carol Salgado,13154,Sara Hughes,9309,Summer Ross,12452,Katarzyna Kociolek,8220,Kinga Wojtasik,Volleyball World Beach Pro Tour 2018 Season Summary,3464,2018
Cagliari, Italy,Oct 6-10,W,9100,Karla Borger,8417,Julia Sude,10798,Melissa Humana-Paredes,14304,Sarah Pavan,7091,Alix Klineman,7389,April Ross,15000,Svetlana Kholomina,13715,Nadezda Makroguzova,Volleyball World Beach Pro Tour 2021 Season Summary,3929,2021
Itapema, Brazil,Nov 10-14,M,15355,Andre Loyola,14454,George Wanderley,9345,Vitor Felipe,16878,Renato Lima,11730,Christoph Dressler,6836,Alexander Huber,9422,Daniele Lupo,11262,Alex Ranghieri,Volleyball World Beach Pro Tour 2021 Season Summary,3954,2021
Nanjing, China,Jun 5-9,W,19002,Jingzhe Wang,17591,Shuhui Wen,11651,Carolina Horta,5834,Angela Lavalle,18189,Yurika Sakaguchi,13075,Chiyo Suzuki,15783,Gaia Traballi,13904,Agata Zuccarelli,Volleyball World Beach Pro Tour 2019 Season Summary,3638,2019
Baden, Austria,Jun 6-10,M,2106,Clemens Doppler,5718,Alexander Horst,14261,Maxim Sivolap,14264,Artem Yarzutkin,15404,Alejandro Huerta,10401,Cesar Menendez,11730,Christoph Dressler,6836,Alexander Huber,Volleyball World Beach Pro Tour 2019 Season Summary,3689,2019
Baden, Austria,Jun 7-9,W,11650,Lena Plesiutschnig,11649,Katharina Schutzenhofer,16917,Katja Stam,14716,Julia Wouters,13351,Nadine Strauss,13352,Teresa Strauss,18078,Sarah Cools,18400,Lisa Van Den Vonder,Volleyball World Beach Pro Tour 2019 Season Summary,3690,2019
Leuven, Belgium,Jul 21-24,M,17499,Bautista Amieva,14507,Leo Aveiro,20455,Philipp Huster,19549,Benedikt Sagstetter,14999,Denys Denysenko,11533,Vladyslav Iemelianchyk,20348,Liam Patte,15406,Timothee Platre,Volleyball World Beach Pro Tour 2022 Season Summary,4093,2022
Leuven, Belgium,Jul 21-24,W,14923,Meimei Lin,14924,Xinyi Xia,8506,Valentyna Davidova,13532,Diana Lunina,18586,Wies Bekhuis,19525,Brecht Piersma,19391,Anna Pospisilova,10974,Martina Williams,Volleyball World Beach Pro Tour 2022 Season Summary,4094,2022
Ljubljana, Slovenia,Jul 28-31,M,17499,Bautista Amieva,14507,Leo Aveiro,19699,Gilles Vandecaveye,13389,Louis Vandecaveye,14389,Thomas Hodges,14444,Zachery Schubert,13763,Djordje Klasnic,15915,Lazar Kolaric,Volleyball World Beach Pro Tour 2022 Season Summary,4010,2022
Anapa, Russia,Jul 4-8,W,15000,Svetlana Kholomina,13715,Nadezda Makroguzova,14717,Daria Mastikova,18605,Anastasia Petrunina,8994,Ekaterina Birlova,7757,Evgenia Ukolova,11303,Yulia Abalakina,11691,Ksenia Dabizha,Volleyball World Beach Pro Tour 2018 Season Summary,3528,2018
Itapema, Brazil,Nov 10-14,W,6641,Agatha Bednarczuk,13802,Duda Lisboa,18268,Hegeile Almeida,6751,Taiana Lima,17069,Terese Cannon,13154,Sara Hughes,15283,Victoria Lopes,14460,Taina Silva,Volleyball World Beach Pro Tour 2021 Season Summary,3955,2021
Warsaw, Poland,Jun 11-16,M,11854,Evandro Goncalves,8539,Bruno Schmidt,14741,Anders Mol,13274,Christian Sorum,14524,Ilya Leshukov,11053,Konstantin Semenov,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,Volleyball World Beach Pro Tour 2019 Season Summary,3609,2019
Warsaw, Poland,Jun 11-15,W,8395,Mariafe Artacho,10795,Taliqua Clancy,15139,Kelley Kolinske,10583,Emily Stockman,6641,Agatha Bednarczuk,13802,Duda Lisboa,8003,Maria Antonelli,5887,Carol Salgado,Volleyball World Beach Pro Tour 2019 Season Summary,3610,2019
Ljubljana, Slovenia,Jul 28-31,W,11612,Fan Wang,13682,Lingdi Zhu,17653,Tjasa Kotnik,20341,Maja Marolt,14923,Meimei Lin,14924,Xinyi Xia,15280,Georgia Johnson,19370,Alisha Stevens,Volleyball World Beach Pro Tour 2022 Season Summary,4011,2022
Myslowice, Poland,Jul 28-31,M,16270,Audrius Knasas,17181,Patrikas Stankevicius,18903,Mateusz Florczyk,7843,Jakub Szalankiewicz,19655,Pawel Lewandowski,20527,Jakub Zdybek,15734,Moritz Kindl,17355,Mathias Seiser,Volleyball World Beach Pro Tour 2022 Season Summary,4095,2022
Porec, Croatia,Jul 4-8,M,11533,Vladyslav Iemelianchyk,9444,Sergiy Popov,9809,Simon Fruhbauer,9549,Jorg Wutzl,11711,Haralds Regza,6875,Toms Smedins,16268,Mihails Samoilovs,16267,Kristaps Smits,Volleyball World Beach Pro Tour 2018 Season Summary,3541,2018
Anapa, Russia,Jul 5-8,M,14350,Likejiang Ha,13343,Jiaxin Wu,13018,Zhuoxin Li,15470,Chaowei Zhou,8081,Peng Gao,10185,Yang Li,14266,Ivan Golovin,15487,Taras Myskiv,Volleyball World Beach Pro Tour 2018 Season Summary,3527,2018
Porec, Croatia,Jul 5-8,W,18607,Emily Sonny,16631,Torrey Van Winden,11813,Inna Makhno,11602,Iryna Makhno,14669,Merve Nezir,16456,Aleyna Vence,15394,Dimitra Manavi,16865,Konstantina Tsopoulou,Volleyball World Beach Pro Tour 2018 Season Summary,3542,2018
Ios, Greece,Jun 14-16,M,16163,Florian Gosselin,18144,Jeremy Silvestre,14261,Maxim Sivolap,14264,Artem Yarzutkin,9096,Filip Habr,11785,David Lenc,15466,Felix Friedl,15826,Maximilian Trummer,Volleyball World Beach Pro Tour 2019 Season Summary,3713,2019
Ios, Greece,Jun 14-16,W,15394,Dimitra Manavi,16865,Konstantina Tsopoulou,14793,Ioana-Alexandra Ordean,16451,Beata Vaida,16712,Ellie Austin,15428,Anaya Evans,7298,Camilla Nilsson,7916,Sofia Ogren,Volleyball World Beach Pro Tour 2019 Season Summary,3714,2019
Myslowice, Poland,Jul 28-31,W,8506,Valentyna Davidova,13532,Diana Lunina,12452,Katarzyna Kociolek,17583,Marta Lodej,18586,Wies Bekhuis,19525,Brecht Piersma,15010,Xinxin Wang,17570,Jinjin Zeng,Volleyball World Beach Pro Tour 2022 Season Summary,4096,2022
Hamburg, Germany,Aug 10-14,M,13340,Michal Bryl,10444,Bartosz Losiak,9129,Alexander Brouwer,9130,Robert Meeuwsen,17592,Nils Ehlers,13767,Clemens Wickler,18616,Stefan Boermans,18143,Matthew Immers,Volleyball World Beach Pro Tour 2022 Season Summary,3991,2022
Gstaad, Switzerland,Jul 9-14,M,14741,Anders Mol,13274,Christian Sorum,7783,Adrian Gavira,2077,Pablo Herrera,9422,Daniele Lupo,9059,Paolo Nicolai,13454,Taylor Crabb,190,Jake Gibb,Volleyball World Beach Pro Tour 2018 Season Summary,3465,2018
Gstaad, Switzerland,Jul 9-15,W,10798,Melissa Humana-Paredes,14304,Sarah Pavan,9373,Chantal Laboureur,8417,Julia Sude,9176,Heather Bansley,14956,Brandie Wilkerson,6641,Agatha Bednarczuk,13802,Duda Lisboa,Volleyball World Beach Pro Tour 2018 Season Summary,3466,2018
Daegu, Korea,Jul 13-15,W,14447,Phoebe Bell,13714,Jessyka Ngauamo,13125,Anja Dorfler,16988,Stephanie Wiesmeyr,11249,Nai-Han Kou,12690,Pi Hsin Liu,17426,Noy Chorin,17258,Anita Dave,Volleyball World Beach Pro Tour 2018 Season Summary,3467,2018
Hamburg, Germany,Jun 28-Jul 7,M,10745,Viacheslav Krasilnikov,14263,Oleg Stoyanovskiy,15563,Julius Thole,13767,Clemens Wickler,14741,Anders Mol,13274,Christian Sorum,13699,Tri Bourne,13453,Trevor Crabb,Volleyball World Beach Pro Tour 2019 Season Summary,3613,2019
Hamburg, Germany,Jun 28-Jul 6,W,10798,Melissa Humana-Paredes,14304,Sarah Pavan,7091,Alix Klineman,7389,April Ross,8395,Mariafe Artacho,10795,Taliqua Clancy,13151,Nina Brunner,11625,Tanja Huberli,Volleyball World Beach Pro Tour 2019 Season Summary,3614,2019
Qidong, China,Jul 4-7,M,11730,Christoph Dressler,6836,Alexander Huber,9338,Peter Eglseer,13012,Florian Schnetzer,15651,Surin Jongklang,17547,Adisorn Khaolumtarn,14261,Maxim Sivolap,14264,Artem Yarzutkin,Volleyball World Beach Pro Tour 2019 Season Summary,3615,2019
Hamburg, Germany,Aug 10-14,W,14478,Kelly Cheng,12974,Betsi Flint,13151,Nina Brunner,11625,Tanja Huberli,9100,Karla Borger,8417,Julia Sude,5887,Carol Salgado,8022,Barbara Seixas,Volleyball World Beach Pro Tour 2022 Season Summary,3992,2022
Budapest, Hungary,Aug 11-14,M,16270,Audrius Knasas,17181,Patrikas Stankevicius,14999,Denys Denysenko,11533,Vladyslav Iemelianchyk,19403,Jedrzej Brozyniak,9144,Piotr Janiak,20572,Krystof Oliva,18816,Tadeas Trousil,Volleyball World Beach Pro Tour 2022 Season Summary,4087,2022
Haiyang, China,Jul 17-22,M,10527,Robin Seidl,13876,Philipp Waller,8000,Thiago Barbosa,14454,George Wanderley,14350,Likejiang Ha,13343,Jiaxin Wu,11120,Luciano Ferreira,9344,Alvaro Filho,Volleyball World Beach Pro Tour 2018 Season Summary,3539,2018
Qidong, China,Jul 4-7,W,19002,Jingzhe Wang,17591,Shuhui Wen,9360,Michala Frank,12388,Michaela Kubickova,18189,Yurika Sakaguchi,13075,Chiyo Suzuki,11249,Nai-Han Kou,12690,Pi Hsin Liu,Volleyball World Beach Pro Tour 2019 Season Summary,3616,2019
Gstaad, Switzerland,Jul 8-13,M,14741,Anders Mol,13274,Christian Sorum,9129,Alexander Brouwer,9130,Robert Meeuwsen,11854,Evandro Goncalves,8539,Bruno Schmidt,9422,Daniele Lupo,9059,Paolo Nicolai,Volleyball World Beach Pro Tour 2019 Season Summary,3617,2019
Budapest, Hungary,Aug 11-14,W,15010,Xinxin Wang,17570,Jinjin Zeng,14923,Meimei Lin,14924,Xinyi Xia,15658,Franziska Friedl,16282,Katharina Holzer,18540,Michaela Brinkova,9360,Michala Frank,Volleyball World Beach Pro Tour 2022 Season Summary,4088,2022
Cortegaça, Portugal,Aug 11-14,M,20454,Calvin Aye,17129,Quincy Aye,17921,Hugo Campos,16860,Joao Pedrosa,16820,Joaquin Bello,16932,Luis Javier Bello,20455,Philipp Huster,18436,Simon Pfretzschner,Volleyball World Beach Pro Tour 2022 Season Summary,4089,2022
Cortegaça, Portugal,Aug 11-14,W,17565,Jie Dong,15495,Lvwen Yuan,21275,Melanie Paul,20467,Nele Schmitt,19252,Miroslava Dunarova,16594,Daniela Resova,21234,Liva Ebere,17941,Anete Namike,Volleyball World Beach Pro Tour 2022 Season Summary,4090,2022
Haiyang, China,Jul 17-22,W,8458,Emily Capers,12974,Betsi Flint,13770,Sarah Schneider,11838,Cinja Tillmann,8129,Caitlin Ledoux,14959,Sarah Sponcil,15139,Kelley Kolinske,10583,Emily Stockman,Volleyball World Beach Pro Tour 2018 Season Summary,3540,2018
Ulsan, Korea,Jul 19-22,W,11249,Nai-Han Kou,12690,Pi Hsin Liu,17046,Kaho Sakaguchi,17045,Yukako Suzuki,10991,Sakurako Fujii,5413,Shinako Tanaka,10381,Miyuki Matsumura,14562,Samaa Miyagawa,Volleyball World Beach Pro Tour 2018 Season Summary,3468,2018
Gstaad, Switzerland,Jul 8-14,W,7091,Alix Klineman,7389,April Ross,8003,Maria Antonelli,5887,Carol Salgado,11610,Rebecca Cavalcanti,15329,Ana Patricia Silva,13151,Nina Brunner,11625,Tanja Huberli,Volleyball World Beach Pro Tour 2019 Season Summary,3618,2019
Daegu, Korea,Jul 11-14,W,6711,Alexandra Moiseeva,12509,Ekaterina Syrtseva,16621,Reika Murakami,17046,Kaho Sakaguchi,17365,Dhita Juliana,17366,Putu Utami,15095,Eva Freiberger,13030,Valerie Teufl,Volleyball World Beach Pro Tour 2019 Season Summary,3619,2019
Baden, Austria,Aug 24-27,W,11813,Inna Makhno,11602,Iryna Makhno,15010,Xinxin Wang,17570,Jinjin Zeng,17810,Chenoa Christ,18514,Anna-Lena Grune,14923,Meimei Lin,13682,Lingdi Zhu,Volleyball World Beach Pro Tour 2022 Season Summary,4013,2022
Montpellier, France,Aug 24-28,M,14408,Peter Hernandez,18545,Hernan Tovar,19774,Arthur Canet,19775,Teo Rotar,14800,Javier Huerta,15403,Oscar Jimenez,17185,Nils Ringoen,19455,Jo Gladsoy Sunde,Volleyball World Beach Pro Tour 2022 Season Summary,4097,2022
