BVB_ID,player_name_x,player_country,DOB_x,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches_x,height_cm,DOB_date,DOB_str,big_stat_player_name,gender,player_name_y,DOB_y,height_inches_y
14423,Allison Cittadin Francioni,Brazil,1993-10-01,Fortaleza,Rio de Janeiro,1.0,0.0,1.0,0.0,12.0,1037.0,,76.0,193.04,1993-10-01,"October 1, 1993 (29 years old)",Allison Cittadin,M,Allison Cittadin,1993-01-10,76.0
14425,Kalteh Kambiz,Iran,1993-05-04,Bandar Torkaman,Bandar Torkaman,0.0,0.0,0.0,0.0,4.0,172.0,,76.0,193.04,1993-05-04,"May 4, 1993 (30 years old)",Kalteh Kambiz,M,Kalteh Kambiz,1990-01-01,76.0
14431,Roberta Bertrand Glatt,Brazil,1994-11-28,,,0.0,0.0,0.0,0.0,3.0,130.0,,,,1994-11-28,"November 28, 1994 (28 years old)",Roberta Bertrand,W,Roberta Bertrand,1994-11-28,
14437,Satono Ishitsubo,Japan,1995-12-01,Kyoto,Kanagawa,2.0,0.0,2.0,0.0,26.0,1721.0,,67.0,170.18,1995-12-01,"December 1, 1995 (27 years old)",Satono Ishitsubo,W,Satono Ishitsubo,1995-12-01,67.0
14442,Maximilian Guehrer,Australia,1996-09-07,Adelaide,Aldgate,0.0,0.0,2.0,0.0,29.0,2076.0,,80.0,203.2,1996-09-07,"September 7, 1996 (26 years old)",Maximilian Guehrer,M,Maximilian Guehrer,1996-09-07,
14444,Zachery Schubert,Australia,1995-12-23,Loxton,Ascot Park,1.0,3.0,2.0,1.0,43.0,6036.0,,78.0,198.12,1995-12-23,"December 23, 1995 (27 years old)",Zachery Schubert,M,Zachery Schubert,1995-12-23,78.0
14447,Phoebe Bell,Australia,1996-12-22,Brisbane,Adelaide ,1.0,1.0,3.0,0.0,34.0,2803.0,,72.0,182.88,1996-12-22,"December 22, 1996 (26 years old)",Phoebe Bell,W,Phoebe Bell,1996-12-22,72.0
14454,George Souto Maior Wanderley,Brazil,1996-09-12,João Pessoa,João Pessoa,7.0,3.0,4.0,1.0,62.0,12726.0,,75.0,190.5,1996-09-12,"September 12, 1996 (26 years old)",George Wanderley,M,George Wanderley,1996-09-12,76.0
14457,Matheus Maia Terra de Faria,Brazil,1996-07-23,Rio de Janeiro,Rio de Janeiro,0.0,1.0,0.0,0.0,7.0,406.0,,74.0,187.96,1996-07-23,"July 23, 1996 (26 years old)",Matheus Maia,M,Matheus Maia,1996-07-23,
14458,Andressa Cavalcanti Ramalho,Brazil,1996-10-27,João Pessoa,João Pessoa,2.0,1.0,4.0,0.0,28.0,5404.0,,69.0,175.26,1996-10-27,"October 27, 1996 (26 years old)",Andressa Cavalcanti,W,Andressa Cavalcanti,1996-10-27,
14459,Paula Moniz Hoffmann,Brazil,1996-10-15,Rio de Janeiro,Rio de Janeiro,0.0,0.0,0.0,0.0,3.0,237.0,,69.0,175.26,1996-10-15,"October 15, 1996 (26 years old)",Paula Hoffmann,W,Paula Hoffmann,1996-10-15,67.0
14460,Tainá Silva Bigi,Brazil,1995-07-31,"Aracaju, Sergipe","Aracaju, Sergipe",1.0,1.0,2.0,2.0,38.0,6165.0,,69.0,175.26,1995-07-31,"July 31, 1995 (27 years old)",Taina Silva,W,Taina Silva,1995-07-31,
14462,Tina Graudina,Latvia,1998-03-09,"Riga, Latvia","Los Angeles, CA",6.0,6.0,2.0,7.0,77.0,14586.0,,72.0,182.88,1998-03-09,"March 9, 1998 (25 years old)",Tina Graudina,W,Tina Graudina,1998-03-09,71.0
14465,Olivia MacDonald,New Zealand,1996-01-29,Pio Pio,Auckland,0.0,1.0,0.0,1.0,23.0,1332.0,,72.0,182.88,1996-01-29,"January 29, 1996 (27 years old)",Olivia MacDonald,W,Olivia MacDonald,1996-01-29,72.0
14472,Lukas Kazdailis,Lithuania,1995-08-15,Tytuvenai,Vilnius,0.0,0.0,1.0,2.0,41.0,3116.0,,78.0,198.12,1995-08-15,"August 15, 1995 (27 years old)",Lukas Kazdailis,M,Lukas Kazdailis,1995-08-15,
14473,Lucas Yoder,United States,1995-02-19,"San Clemente, CA","San Clemente, CA",0.0,0.0,1.0,0.0,9.0,1058.0,,77.0,195.58,1995-02-19,"February 19, 1995 (28 years old)",Lucas Yoder,M,Lucas Yoder,1995-02-19,76.0
14474,Owen Yoshimoto,United States,1995-06-09,,"OXNARD, CA",0.0,0.0,0.0,0.0,1.0,57.0,,,,1995-06-09,"June 9, 1995 (28 years old)",Owen Yoshimoto,M,Owen Yoshimoto,1995-06-09,
14476,Pedro Batman Castillo,Venezuela,1993-11-19,Barquisimeto,Cancun,0.0,0.0,0.0,0.0,2.0,20.0,,76.0,193.04,1993-11-19,"November 19, 1993 (29 years old)",Pedro Castillo,M,Pedro Castillo,1993-11-19,76.0
14477,Skylar Caputo,United States,1996-11-29,"Manhattan Beach, CA","Manhattan Beach, CA",0.0,0.0,1.0,0.0,13.0,1349.0,,70.0,177.8,1996-11-29,"November 29, 1996 (26 years old)",Skylar Caputo,W,Skylar Caputo,1996-11-29,70.0
14478,Kelly Claes Cheng,United States,1995-09-18,"Placentia, CA","Fullerton, CA",15.0,12.0,21.0,4.0,105.0,34136.0,,74.0,187.96,1995-09-18,"September 18, 1995 (27 years old)",Kelly Claes,W,Kelly Claes,1995-09-18,74.0
14480,Igor Sandu,Moldova,1993-05-28,Chisinau,,0.0,0.0,0.0,0.0,2.0,62.0,,74.0,187.96,1993-05-28,"May 28, 1993 (30 years old)",Igor Sandu,M,Igor Sandu,1993-05-28,
14487,Stephanie Burnside,Mexico,1996-05-18,"Calgary , AB",Matzalan,0.0,0.0,1.0,3.0,33.0,1087.0,,68.0,172.72,1996-05-18,"May 18, 1996 (27 years old)",Stephanie Burnside,W,Stephanie Burnside,1996-05-18,68.0
14489,Zaira Orellana,Mexico,1989-05-03,Guadalajara,"zapopan, Jalisco",1.0,1.0,3.0,2.0,31.0,2193.0,,72.0,182.88,1989-05-03,"May 3, 1989 (34 years old)",Zaira Orellana,W,Zaira Orellana,1989-05-03,72.0
14492,Cosima Wieland,Switzerland,1991-04-16,,,0.0,0.0,0.0,0.0,1.0,40.0,,,,1991-04-16,"April 16, 1991 (32 years old)",Cosima Wieland,W,Cosima Wieland,1991-04-16,
14493,Viktoryia Shalayeuskaya,Belarus,1997-11-17,Molodechno,Molodechno,0.0,0.0,1.0,1.0,31.0,1159.0,,69.0,175.26,1997-11-17,"November 17, 1997 (25 years old)",Viktoryia Shalayeuskaya,W,Viktoryia Shalayeuskaya,1997-11-17,69.0
14495,Maxime Thiercy,France,1994-09-24,Nancy,VILLERS SOUS PRENY,0.0,1.0,3.0,0.0,40.0,2476.0,,77.0,195.58,1994-09-24,"September 24, 1994 (28 years old)",Maxime Thiercy,M,Maxime Thiercy,1994-09-24,77.0
14499,Rasoul Khajeh,Iran,1994-04-27,,,0.0,0.0,0.0,0.0,3.0,45.0,,,,1994-04-27,"April 27, 1994 (29 years old)",Rasoul Khajeh,M,Rasoul Khajeh,1994-04-27,
14501,Christopher Long,United States,1993-11-09,"Tustin, CA","Santa Monica, CA",0.0,0.0,0.0,0.0,13.0,2596.0,,,,1993-11-09,"November 9, 1993 (29 years old)",Christopher Long,M,Christopher Long,1993-11-09,
14502,Branden Clemens,United States,1994-06-25,"Carmel, IN","San Diego, CA",0.0,0.0,0.0,0.0,23.0,2384.0,,78.0,198.12,1994-06-25,"June 25, 1994 (29 years old)",Branden Clemens,M,Branden Clemens,1994-06-25,79.0
14506,Santiago Aulisi,Argentina,1996-04-11,Buenos Aires,Mar del Plata,0.0,0.0,1.0,0.0,6.0,426.0,,72.0,182.88,1996-04-11,"April 11, 1996 (27 years old)",Santiago Aulisi,M,Santiago Aulisi,1996-04-11,72.0
14507,Leo Aveiro,Argentina,1996-09-25,Mendoza,Tyan,4.0,0.0,1.0,2.0,15.0,1776.0,,72.0,182.88,1996-09-25,"September 25, 1996 (26 years old)",Leo Aveiro,M,Leo Aveiro,1996-09-25,72.0
14508,Rendy Verdian Licardo,Indonesia,1996-11-13,Malang,Sidoarjo,0.0,0.0,0.0,0.0,3.0,86.0,,74.0,187.96,1996-11-13,"November 13, 1996 (26 years old)",Rendy Licardo,M,Rendy Licardo,1996-11-13,74.0
14509,Mohammad Ashfiya,Indonesia,1996-05-19,Sidoarjo,Sidoarjo,0.0,1.0,1.0,1.0,14.0,1226.0,,73.0,185.42000000000002,1996-05-19,"May 19, 1996 (27 years old)",Mohammad Ashfiya,M,Mohammad Ashfiya,1996-05-19,73.0
14516,Nadja Glenzke,Germany,1995-08-25,Berlin,Hamburg,2.0,0.0,1.0,0.0,18.0,1470.0,,73.0,185.42000000000002,1995-08-25,"August 25, 1995 (27 years old)",Nadja Glenzke,W,Nadja Glenzke,1995-08-25,73.0
14524,Ilya Leshukov,Russia,1995-12-27,Ekaterinburg,St. Petersburg,2.0,5.0,4.0,3.0,48.0,7878.0,,75.0,190.5,1995-12-27,"December 27, 1995 (27 years old)",Ilya Leshukov,M,Ilya Leshukov,1995-12-27,73.0
14525,Miguel Angel Cardenas Valdez,Mexico,1994-07-20,Colima,Colima,0.0,0.0,0.0,0.0,3.0,116.0,,76.0,193.04,1994-07-20,"July 20, 1994 (28 years old)",Miguel Cardenas,M,Miguel Cardenas,1994-07-20,76.0
14527,Malika Davidson,Trinidad and Tobago,1996-03-06,Diego Martin,Port of Spain,0.0,0.0,0.0,0.0,24.0,866.0,,69.0,175.26,1996-03-06,"March 6, 1996 (27 years old)",Malika Davidson,W,Malika Davidson,1996-03-06,70.0
14533,Illia Kovalov,Ukraine,1996-08-31,Rivne,Rivne,0.0,1.0,2.0,0.0,15.0,664.0,,78.0,198.12,1996-08-31,"August 31, 1996 (26 years old)",Illia Kovaliov,M,Illia Kovaliov,1996-08-31,78.0
14542,Mark Bohls,United States,1985-03-10,"Carrollton, TX","Coppell, TX",0.0,0.0,0.0,0.0,4.0,284.0,,72.0,182.88,1985-03-10,"March 10, 1985 (38 years old)",Mark Bohls,M,Mark Bohls,1985-03-10,72.0
14545,Romeo Garcia,United States,1984-10-30,,"Houston, TX",0.0,0.0,0.0,0.0,4.0,242.0,,,,1984-10-30,"October 30, 1984 (38 years old)",Romeo Garcia,M,Romeo Garcia,1984-10-30,
14548,Bryce Powers,United States,1986-09-29,,"Orlando, FL",0.0,0.0,0.0,0.0,10.0,1062.0,,,,1986-09-29,"September 29, 1986 (36 years old)",Bryce Powers,M,Bryce Powers,1986-09-29,
14551,Autumn Erickson,United States,1984-02-29,,"Little Rock, AR",0.0,0.0,0.0,0.0,5.0,351.0,,71.0,180.34,1984-02-29,"February 29, 1984 (39 years old)",Autumn Erickson,W,Autumn Erickson,1984-02-29,71.0
14559,Tea Juric Kojundzic,Croatia,1993-04-29,Split,Split,0.0,0.0,0.0,0.0,5.0,194.0,,74.0,187.96,1993-04-29,"April 29, 1993 (30 years old)",Tea Juric,W,Tea Juric,1993-04-29,74.0
14562,Samaa Miyagawa,Japan,1983-08-17,Yamanashi,Chigasaki,0.0,0.0,0.0,1.0,10.0,585.0,,68.0,172.72,1983-08-17,"August 17, 1983 (39 years old)",Samaa Miyagawa,W,Samaa Miyagawa,1983-08-17,68.0
14565,Priscilla Jupe,United States,1986-01-28,,"Austin, TX",0.0,0.0,0.0,0.0,3.0,289.0,,,,1986-01-28,"January 28, 1986 (37 years old)",Priscilla Jupe,W,Priscilla Jupe,1986-01-28,
14566,Meghan Mannari,United States,1991-04-26,"Frisco, TX","McKinney, TX",0.0,0.0,6.0,0.0,18.0,6472.0,,69.0,175.26,1991-04-26,"April 26, 1991 (32 years old)",Meghan Mannari,W,Meghan Mannari,1991-04-26,69.0
14567,Lindsay Rosenthal,United States,2000-12-12,,"Richland, WA",0.0,0.0,0.0,0.0,4.0,1284.0,,,,2000-12-12,"December 12, 2000 (22 years old)",Lindsay Rosenthal,W,Lindsay Rosenthal,1977-02-08,
16653,Lindsay Rosenthal,United States,1977-02-08,"Rollingwood, TX","Austin, TX",0.0,0.0,0.0,0.0,5.0,321.0,,,,1977-02-08,"February 8, 1977 (46 years old)",Lindsay Rosenthal,W,Lindsay Rosenthal,1977-02-08,
14570,Dominique Price,United States,1998-11-24,,"Helotes, TX",0.0,0.0,0.0,0.0,5.0,578.0,,,,1998-11-24,"November 24, 1998 (24 years old)",Dominique Price,W,Dominique Price,1998-11-24,
14571,Paulo Victor Branco,Brazil,1990-02-21,Rio de Janeiro,Rio de Janeiro,0.0,0.0,0.0,0.0,1.0,30.0,,75.0,190.5,1990-02-21,"February 21, 1990 (33 years old)",Paulo Victor Branco,M,Paulo Victor Branco,1990-02-21,75.0
14572,Dmitrii Sericov,Moldova,1972-07-28,,,0.0,0.0,0.0,0.0,1.0,50.0,,,,1972-07-28,"July 28, 1972 (50 years old)",Dmitrii Sericov,M,Dmitrii Sericov,1972-07-28,
14575,Evgeniia Iakovleva,Russia,1994-10-12,Saint-Petersburg,,0.0,0.0,0.0,0.0,1.0,75.0,,,,1994-10-12,"October 12, 1994 (28 years old)",Evgeniia Iakovleva,W,Evgeniia Iakovleva,1994-10-12,
14576,Anastasiia Strugova,Russia,1996-12-31,Sankt-Peterburg,,0.0,0.0,0.0,0.0,1.0,75.0,,,,1996-12-31,"December 31, 1996 (26 years old)",Anastasiia Strugova,W,Anastasiia Strugova,1996-12-31,
14577,Daria Rudykh,Russia,1997-01-03,Vladivostok,Vladivostok,2.0,0.0,2.0,4.0,62.0,4831.0,,69.0,175.26,1997-01-03,"January 3, 1997 (26 years old)",Daria Rudykh,W,Daria Rudykh,1997-01-03,69.0
14579,Arnaud Loiseau,France,1996-05-12,Hyères les Palmiers,HYERES,1.0,2.0,1.0,3.0,25.0,1213.0,,76.0,193.04,1996-05-12,"May 12, 1996 (27 years old)",Arnaud Loiseau,M,Arnaud Loiseau,1996-05-12,76.0
14582,Leonardo Léo Gomes,Brazil,1989-01-27,Rio de Janeiro,Rio de Janeiro,0.0,0.0,0.0,0.0,3.0,180.0,,79.0,200.66,1989-01-27,"January 27, 1989 (34 years old)",Leonardo Gomes,M,Leonardo Gomes,1989-01-27,79.0
14582,Leonardo Léo Gomes,Brazil,1989-01-27,Rio de Janeiro,Rio de Janeiro,0.0,0.0,0.0,0.0,3.0,180.0,,79.0,200.66,1989-01-27,"January 27, 1989 (34 years old)",Leonardo Gomes,M,Leonardo Gomes,1991-09-12,71.0
16084,Leonardo Gomes Vieira,Brazil,1991-09-12,Brasilia,Rio de Janeiro,0.0,0.0,0.0,1.0,4.0,210.0,,71.0,180.34,1991-09-12,"September 12, 1991 (31 years old)",Leonardo Gomes,M,Leonardo Gomes,1989-01-27,79.0
16084,Leonardo Gomes Vieira,Brazil,1991-09-12,Brasilia,Rio de Janeiro,0.0,0.0,0.0,1.0,4.0,210.0,,71.0,180.34,1991-09-12,"September 12, 1991 (31 years old)",Leonardo Gomes,M,Leonardo Gomes,1991-09-12,71.0
14583,Fernanda Alves,Brazil,1985-06-29,Sao Joaquim da Barra,Rio de Janeiro,4.0,3.0,1.0,3.0,59.0,12485.0,,74.0,187.96,1985-06-29,"June 29, 1985 (38 years old)",Fernanda Alves,W,Fernanda Alves,1985-06-29,74.0
14587,Michiel Zandbergen,Switzerland,1995-07-08,Zurich,Zurich,0.0,0.0,1.0,0.0,45.0,2603.0,,80.0,203.2,1995-07-08,"July 8, 1995 (27 years old)",Michiel Zandbergen,M,Michiel Zandbergen,1995-08-07,80.0
14598,Yana Mileuskaya,Belarus,1996-05-05,Minsk,Minsk,0.0,0.0,0.0,0.0,10.0,324.0,,72.0,182.88,1996-05-05,"May 5, 1996 (27 years old)",Yana Mileuskaya,W,Yana Mileuskaya,1996-05-05,72.0
14603,Bernardo Silva,Portugal,1996-09-27,Oeiras,,0.0,0.0,0.0,0.0,4.0,98.0,,,,1996-09-27,"September 27, 1996 (26 years old)",Bernardo Silva,M,Bernardo Silva,1996-09-27,
14609,Jose Tomas Silva,Portugal,1995-01-23,Porto,Leça da Palmeira,0.0,0.0,0.0,0.0,5.0,146.0,,73.0,185.42000000000002,1995-01-23,"January 23, 1995 (28 years old)",Jose Silva,M,Jose Silva,1995-01-23,73.0
21537,Jose Silva,Portugal,1990-03-24,,,,,,,,,,,,1990-03-24,"March 24, 1990 (33 years old)",Jose Silva,M,Jose Silva,1995-01-23,73.0
14614,Maria Tinoco,Portugal,1995-09-03,,,0.0,0.0,0.0,0.0,2.0,20.0,,,,1995-09-03,"September 3, 1995 (27 years old)",Maria Tinoco,W,Maria Tinoco,1995-09-03,
14617,Vanessa Paquete,Portugal,1995-03-31,Espinho,Espinho,0.0,0.0,0.0,0.0,14.0,692.0,,71.0,180.34,1995-03-31,"March 31, 1995 (28 years old)",Vanessa Paquete,W,Vanessa Paquete,1995-03-31,71.0
14618,Gabriela Coelho,Portugal,1997-09-01,"Sanguedo, Aveiro",Santa Maria da Feira,0.0,0.0,0.0,0.0,12.0,546.0,,70.0,177.8,1997-09-01,"September 1, 1997 (25 years old)",Gabriela Coelho,W,Gabriela Coelho,1997-09-01,70.0
14624,Josefine Tivefält,Sweden,1994-02-23,Gothenborg,Gothenborg,0.0,0.0,0.0,0.0,6.0,201.0,,68.0,172.72,1994-02-23,"February 23, 1994 (29 years old)",Josefine Tivefalt,W,Josefine Tivefalt,1994-02-23,68.0
14637,Sarah Thompson,United States,,,,0.0,0.0,0.0,0.0,1.0,64.0,,,,,,Sarah Thomson,W,Sarah Thomson,1977-04-26,
19750,Sarah Thomson,United States,1977-04-26,,"Carlsbad, CA",0.0,0.0,0.0,0.0,1.0,47.0,,,,1977-04-26,"April 26, 1977 (46 years old)",Sarah Thomson,W,Sarah Thomson,1977-04-26,
14639,Alex Shipley,United States,1992-04-24,,"Maineville, OH",0.0,0.0,0.0,0.0,2.0,139.0,,,,1992-04-24,"April 24, 1992 (31 years old)",Alex Shipley,W,Alex Shipley,1992-04-24,
14640,Eunyce Martins Verçosa,Brazil,1989-05-07,Rio de Janeiro,"St. Petersburg, FL",0.0,0.0,0.0,0.0,19.0,4708.0,,,,1989-05-07,"May 7, 1989 (34 years old)",Eunyce Vercosa,W,Eunyce Vercosa,1989-07-05,
14642,John Albertson,United States,1986-02-15,,Columbus,0.0,0.0,0.0,0.0,3.0,349.0,,,,1986-02-15,"February 15, 1986 (37 years old)",John Albertson,M,John Albertson,1986-02-15,
14643,Eric Zaun,United States,,"Cherry Hill, NJ","Deceased June 11, 2019",3.0,4.0,6.0,1.0,51.0,14506.0,,75.0,190.5,,June 28th,Eric Zaun,M,Eric Zaun,1993-06-28,75.0
14649,Mirko Schneider,Germany,1994-04-27,,,0.0,0.0,0.0,1.0,6.0,167.0,,,,1994-04-27,"April 27, 1994 (29 years old)",Mirko Schneider,M,Mirko Schneider,1994-04-27,
14650,Adrian Heidrich,Switzerland,1994-09-18,Kloten,Kloten,1.0,1.0,1.0,2.0,80.0,10083.0,,81.0,205.74,1994-09-18,"September 18, 1994 (28 years old)",Adrian Heidrich,M,Adrian Heidrich,1994-09-18,81.0
14651,Marco Krattiger,Switzerland,1994-07-07,Amrisuil,Amrisuil,2.0,1.0,1.0,1.0,88.0,10770.0,,78.0,198.12,1994-07-07,"July 7, 1994 (29 years old)",Marco Krattiger,M,Marco Krattiger,1994-07-07,79.0
14654,Yann Faure,France,1991-02-09,Champigny-sur-marne,Lille,0.0,0.0,0.0,0.0,3.0,30.0,,76.0,193.04,1991-02-09,"February 9, 1991 (32 years old)",Yann Faure,M,Yann Faure,1991-02-09,
14655,Bob Douwen,Belgium,1986-07-28,Geel,Geel,0.0,0.0,0.0,0.0,5.0,234.0,,75.0,190.5,1986-07-28,"July 28, 1986 (36 years old)",Bob Douwen,M,Bob Douwen,1986-07-28,75.0
14666,Yasin Baysal,Türkiye,1994-06-08,,,0.0,0.0,0.0,0.0,8.0,226.0,,,,1994-06-08,"June 8, 1994 (29 years old)",Yasin Baysal,M,Yasin Baysal,1994-06-08,
14669,Merve Nezir,Türkiye,1997-12-16,Izmir,ANKARA,0.0,0.0,2.0,0.0,35.0,1420.0,,72.0,182.88,1997-12-16,"December 16, 1997 (25 years old)",Merve Nezir,W,Merve Nezir,1997-12-16,72.0
14675,Matas Navickas,Lithuania,1997-03-21,Marijampole,Marijampole,0.0,1.0,0.0,0.0,7.0,165.0,,73.0,185.42000000000002,1997-03-21,"March 21, 1997 (26 years old)",Matas Navickas,M,Matas Navickas,1997-03-27,73.0
14677,Ivan Lozic,Serbia,1995-01-15,Novi Sad,,0.0,0.0,0.0,0.0,7.0,136.0,,,,1995-01-15,"January 15, 1995 (28 years old)",Ivan Lozic,M,Ivan Lozic,1995-01-15,
14678,Viktoria Fink,Austria,1996-03-14,Vienna,Vienna,0.0,0.0,0.0,0.0,9.0,316.0,,71.0,180.34,1996-03-14,"March 14, 1996 (27 years old)",Viktoria Fink,W,Viktoria Fink,1996-03-14,71.0
14679,Julia Radl,Austria,1996-02-18,Feldbach,Fürstenfeld,0.0,0.0,0.0,0.0,12.0,321.0,,69.0,175.26,1996-02-18,"February 18, 1996 (27 years old)",Julia Radl,W,Julia Radl,1996-02-18,69.0
14682,Aline Chamereau,France,1996-03-06,Villeurbanne,FRANCE,0.0,1.0,1.0,2.0,69.0,5671.0,,72.0,182.88,1996-03-06,"March 6, 1996 (27 years old)",Aline Chamereau,W,Aline Chamereau,1996-03-06,72.0
14686,Aida Etxebarría Valparis,Spain,1995-03-26,,,0.0,0.0,0.0,0.0,11.0,391.0,,,,1995-03-26,"March 26, 1995 (28 years old)",Aida Etxebarria,W,Aida Etxebarria,1995-03-26,
14689,Shani Cohen,Israel,1997-02-14,Haifa,Lehavot HaBashan,0.0,0.0,0.0,0.0,11.0,287.0,,74.0,187.96,1997-02-14,"February 14, 1997 (26 years old)",Shani Cohen,M,Shani Cohen,1997-02-14,74.0
14691,Lauri Luijken,Netherlands,1994-01-01,Zutphen,The Hague,0.0,0.0,0.0,0.0,8.0,342.0,,72.0,182.88,1994-01-01,"January 1, 1994 (29 years old)",Lauri Luijken,W,Lauri Luijken,1994-01-01,72.0
14693,Dimitar Kalchev,Bulgaria,1996-05-20,,,0.0,0.0,0.0,0.0,9.0,299.0,,,,1996-05-20,"May 20, 1996 (27 years old)",Dimitar Kalchev,M,Dimitar Kalchev,1996-05-20,
14695,Tom van Steenis,Netherlands,1996-03-01,Utrecht,Den Haag,0.0,0.0,0.0,1.0,25.0,1189.0,,80.0,203.2,1996-03-01,"March 1, 1996 (27 years old)",Tom van Steenis,M,Tom van Steenis,1996-03-01,80.0
14697,Stefani Kyoseva,Bulgaria,1997-02-26,Varna,Varna,0.0,0.0,0.0,0.0,9.0,301.0,,70.0,177.8,1997-02-26,"February 26, 1997 (26 years old)",Stefani Kyoseva,W,Stefani Kyoseva,1997-02-26,70.0
14698,Nicole Dostalova,Czech Republic,1995-08-11,,,0.0,0.0,0.0,1.0,12.0,503.0,,72.0,182.88,1995-08-11,"August 11, 1995 (27 years old)",Nicole Dostalova,W,Nicole Dostalova,1995-08-11,
14701,Lizaveta Chabai,Belarus,1997-08-01,,,0.0,0.0,0.0,0.0,6.0,201.0,,71.0,180.34,1997-08-01,"August 1, 1997 (25 years old)",Lizaveta Chabai,W,Lizaveta Chabai,1997-08-01,71.0
14705,Masashi Ogawa,Japan,1982-09-17,,,0.0,0.0,0.0,0.0,3.0,90.0,,78.0,198.12,1982-09-17,"September 17, 1982 (40 years old)",Masashi Ogawa,M,Masashi Ogawa,1982-09-17,78.0
14706,Enrico Rossi,Italy,1993-06-27,Cesena,ITALY,2.0,3.0,0.0,5.0,72.0,11909.0,,77.0,195.58,1993-06-27,"June 27, 1993 (30 years old)",Enrico Rossi,M,Enrico Rossi,1993-06-27,77.0
14709,Monica Lestini,Italy,1994-01-13,Penne,Rome,0.0,0.0,0.0,0.0,9.0,342.0,,72.0,182.88,1994-01-13,"January 13, 1994 (29 years old)",Monica Lestini,W,Monica Lestini,1994-01-13,72.0
14710,Moritz Bernd Pristauz-Telsnigg,Austria,1996-03-23,Graz,Wien,0.0,5.0,4.0,2.0,86.0,10635.0,,76.0,193.04,1996-03-23,"March 23, 1996 (27 years old)",Moritz Pristauz-Telsnigg,M,Moritz Pristauz-Telsnigg,1996-03-23,75.0
14711,Johannes Kratz,Austria,1996-03-06,Graz,Graz,0.0,1.0,0.0,2.0,11.0,564.0,,75.0,190.5,1996-03-06,"March 6, 1996 (27 years old)",Johannes Kratz,M,Johannes Kratz,1996-03-06,76.0
14712,Lucas Skrabal,Austria,1996-04-16,,,0.0,0.0,0.0,0.0,6.0,112.0,,,,1996-04-16,"April 16, 1996 (27 years old)",Lucas Skrabal,M,Lucas Skrabal,1996-04-16,
14713,Ruben Penninga,Netherlands,1997-09-11,Arnhem (Gelderland),Den Haag (Zuid-Holland),0.0,1.0,2.0,2.0,57.0,6524.0,,78.0,198.12,1997-09-11,"September 11, 1997 (25 years old)",Ruben Penninga,M,Ruben Penninga,1997-09-11,78.0
14716,Julia Wouters,Netherlands,1996-05-02,Dordrecht,Dordrecht,0.0,2.0,2.0,3.0,29.0,1554.0,,71.0,180.34,1996-05-02,"May 2, 1996 (27 years old)",Julia Wouters,W,Julia Wouters,1996-05-02,
14717,Daria Mastikova,Russia,1997-02-08,"Buzuluk citi, Orenburgskiy reg.",Moscow,1.0,3.0,1.0,0.0,20.0,1282.0,,70.0,177.8,1997-02-08,"February 8, 1997 (26 years old)",Daria Mastikova,W,Daria Mastikova,1997-02-08,70.0
14718,Elizaveta Novikova,Russia,1997-08-05,Moscow,Moscow,0.0,0.0,0.0,0.0,10.0,261.0,,71.0,180.34,1997-08-05,"August 5, 1997 (25 years old)",Elizaveta Novikova,W,Elizaveta Novikova,1997-08-05,72.0
14721,Branimir Grozdanov,Bulgaria,1994-05-21,,,0.0,0.0,0.0,0.0,3.0,106.0,,78.0,198.12,1994-05-21,"May 21, 1994 (29 years old)",Branimir Grozdanov,M,Branimir Grozdanov,1994-05-21,78.0
14736,Sundi Brown,United States,1978-03-21,"Idaho Falls, ID","Salt Lake City, UT",0.0,0.0,0.0,0.0,2.0,155.0,,67.0,170.18,1978-03-21,"March 21, 1978 (45 years old)",Sundi Brown,W,Sundi Brown,1978-03-21,67.0
14737,Christie Carpenter,United States,1988-10-26,"Cedar Hills, UT","Cedar Hills, UT",0.0,0.0,0.0,0.0,1.0,95.0,,72.0,182.88,1988-10-26,"October 26, 1988 (34 years old)",Christie Carpenter,W,Christie Carpenter,1988-10-26,72.0
14738,Mathias Berntsen,Norway,1996-02-05,"Arendal, Aust-Agder",Aamli,1.0,2.0,3.0,1.0,77.0,9539.0,,74.0,187.96,1996-02-05,"February 5, 1996 (27 years old)",Mathias Berntsen,M,Mathias Berntsen,1996-02-05,73.0
14741,Anders Berntsen Mol,Norway,1997-07-02,"Stord, Hordaland",Strandvik,30.0,6.0,7.0,1.0,76.0,20110.0,,79.0,200.66,1997-07-02,"July 2, 1997 (26 years old)",Anders Mol,M,Anders Mol,1997-07-02,73.0
14746,Sunniva Helland-Hansen,Norway,1997-07-05,Bergen,Otstese,0.0,0.0,0.0,0.0,34.0,3172.0,,69.0,175.26,1997-07-05,"July 5, 1997 (26 years old)",Sunniva Helland-Hansen,W,Sunniva Helland-Hansen,1997-07-05,69.0
14748,Jada Ross Scott,United States,1977-08-22,"Lemoore, CA","Provo, UT",0.0,0.0,0.0,0.0,2.0,155.0,,70.0,177.8,1977-08-22,"August 22, 1977 (45 years old)",Jada Scott,W,Jada Scott,1977-08-22,70.0
