player_id,player_name,player_country,DOB,home_town,resides,total_first,total_second,total_third,total_forth,total_played,total_points,podium%,height_inches,height_cm,DOB_date,DOB_str,big_stat_player_name
9267,Dinesh Fernando,Sri Lanka,1979-03-20,,,0.0,0.0,0.0,0.0,1.0,8.0,,,,1979-03-20,"March 20, 1979 (44 years old)",
9268,Mahesh Perera,Sri Lanka,1979-06-03,,,0.0,0.0,0.0,0.0,2.0,16.0,,,,1979-06-03,"June 3, 1979 (44 years old)",
9269,Diraviam Nixson,India,1972-10-20,Jhirvmayam,Pvdvkkottai (BL),0.0,0.0,0.0,0.0,1.0,8.0,,,,1972-10-20,"October 20, 1972 (50 years old)",
9270,Ramamoorthy S,India,1973-05-25,,,0.0,0.0,0.0,0.0,1.0,8.0,,,,1973-05-25,"May 25, 1973 (50 years old)",
9271,Yoosaf Ibrahim,India,1971-05-04,,,0.0,0.0,0.0,0.0,1.0,8.0,,,,1971-05-04,"May 4, 1971 (52 years old)",
9272,Sunil Kumar Kunhiram P,India,1972-02-06,,,0.0,0.0,0.0,0.0,1.0,8.0,,,,1972-02-06,"February 6, 1972 (51 years old)",
9273,Dhamutharan S,India,1984-02-18,,,0.0,0.0,0.0,0.0,2.0,20.0,,,,1984-02-18,"February 18, 1984 (39 years old)",
9274,Saravanan Saravanan,India,1976-09-10,,,0.0,0.0,0.0,0.0,2.0,14.0,,,,1976-09-10,"September 10, 1976 (46 years old)",
9275,Virko Vantsi,Estonia,1988-03-18,,,0.0,0.0,0.0,0.0,5.0,24.0,,,,1988-03-18,"March 18, 1988 (35 years old)",
9276,Ilmar Mõtus,Estonia,1978-06-17,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1978-06-17,"June 17, 1978 (45 years old)",
9277,Andrus Palberg,Estonia,1982-01-21,,,0.0,0.0,0.0,0.0,3.0,28.0,,,,1982-01-21,"January 21, 1982 (41 years old)",
9278,Raigo Pars,Estonia,1977-05-09,,Rakvere,0.0,0.0,0.0,0.0,1.0,0.0,,75.0,190.5,1977-05-09,"May 9, 1977 (46 years old)",
9279,Vladimir Moroz,Russia,1985-03-07,Worms,Helsinki,0.0,0.0,0.0,0.0,7.0,129.0,,74.0,187.96,1985-03-07,"March 7, 1985 (38 years old)",Vladimir Moroz
9280,Andrey Belov,Russia,1984-05-15,St. Petersburg,Leningrad,0.0,1.0,1.0,0.0,48.0,3249.0,,77.0,195.58,1984-05-15,"May 15, 1984 (39 years old)",
9281,Aldo Tallone,Italy,1973-09-04,,,0.0,0.0,0.0,0.0,1.0,2.0,,,,1973-09-04,"September 4, 1973 (49 years old)",
9282,Cosimo Vestita,Italy,1973-09-03,Turin,Turin,0.0,0.0,0.0,0.0,1.0,2.0,,72.0,182.88,1973-09-03,"September 3, 1973 (49 years old)",
9283,Jaroslav Pešták,Czech Republic,1979-06-23,,,0.0,0.0,0.0,0.0,1.0,2.0,,,,1979-06-23,"June 23, 1979 (44 years old)",
9284,Jan Holakovský,Czech Republic,1986-10-27,,,0.0,0.0,0.0,0.0,1.0,2.0,,,,1986-10-27,"October 27, 1986 (36 years old)",
9285,Yngve Are Antonsen,Norway,1990-09-20,Oslo,Oslo,0.0,0.0,0.0,0.0,14.0,29.0,,74.0,187.96,1990-09-20,"September 20, 1990 (32 years old)",Yngve Are Antonsen
9287,Christoph Augsburger,Switzerland,1987-12-01,Schmitten,Schmitten,0.0,0.0,0.0,0.0,1.0,20.0,,77.0,195.58,1987-12-01,"December 1, 1987 (35 years old)",Christoph Augsburger
9288,Jeremy Casebeer,United States,1989-01-03,"Santa Barbara, CA","Santa Barbara, CA",2.0,4.0,12.0,0.0,105.0,22708.0,,77.0,195.58,1989-01-03,"January 3, 1989 (34 years old)",Jeremy Casebeer
9289,Dan Collins,United States,1978-01-25,"Phoenix, AZ","Phoenix, AZ",0.0,0.0,0.0,0.0,1.0,6.0,,76.0,193.04,1978-01-25,"January 25, 1978 (45 years old)",Dan Collins
9290,Sean Godfrey,United States,1982-03-21,,"Long Beach, CA",,,,,,,,,,1982-03-21,"March 21, 1982 (41 years old)",
9291,Aurora Skarra-Gallagher Paaluhi,United States,1979-10-26,"Fairbanks, AK","Hermosa Beach, CA",0.0,1.0,3.0,0.0,58.0,6112.0,,70.0,177.8,1979-10-26,"October 26, 1979 (43 years old)",Aurora Skarra-Gallagher
9292,Christopher Craig,United States,1976-02-23,,"Manhattan Beach, CA",,,,,,,,,,1976-02-23,"February 23, 1976 (47 years old)",
9293,Matthew De Lotto,United States,1984-12-01,,"Clovis, CA",0.0,0.0,0.0,0.0,10.0,225.0,,,,1984-12-01,"December 1, 1984 (38 years old)",Matthew De Lotto
9294,Ryan Elmendorf,United States,1981-04-21,"Newburgh, NY","Redondo Beach, CA",0.0,0.0,0.0,0.0,11.0,244.0,,75.0,190.5,1981-04-21,"April 21, 1981 (42 years old)",Ryan Elmendorf
9295,Kevin Kuerbis,United States,1964-12-11,,"La Mesa, CA",0.0,0.0,0.0,0.0,19.0,695.0,,,,1964-12-11,"December 11, 1964 (58 years old)",Kevin Kuerbis
9296,Mike Maghy,United States,1987-09-21,"Huntington Beach, CA","Carlsbad, CA",1.0,0.0,0.0,1.0,53.0,3040.0,,74.0,187.96,1987-09-21,"September 21, 1987 (35 years old)",Mike Maghy
9297,Jeremy Ray,United States,1970-08-07,,"Santa Monica, CA",0.0,0.0,0.0,0.0,2.0,200.0,,,,1970-08-07,"August 7, 1970 (52 years old)",Jeremy Ray
9298,Andrew Russell,United States,1979-05-03,"Glendale, CA","Los Angeles, CA",1.0,2.0,2.0,0.0,33.0,8287.0,,76.0,193.04,1979-05-03,"May 3, 1979 (44 years old)",Andrew Russell
9299,Paulo Serano,Brazil,1970-11-25,Sao Paolo,"Las Vegas, NV",,,,,,,,73.0,185.42000000000002,1970-11-25,"November 25, 1970 (52 years old)",
9300,Jim Smith,United States,1969-12-25,"San Jose, CA","Orem, UT",0.0,0.0,0.0,0.0,2.0,66.0,,74.0,187.96,1969-12-25,"December 25, 1969 (53 years old)",Jim Smith
9301,Hylas Smith,Virgin Islands,1984-11-18,"Ventura, CA","Ventura, CA",0.0,0.0,0.0,0.0,25.0,1178.0,,73.0,185.42000000000002,1984-11-18,"November 18, 1984 (38 years old)",Hylas Smith
9302,Rob Reaugh,United States,1979-09-29,"Pleasanton, CA","Malibu, CA",0.0,0.0,0.0,0.0,7.0,119.0,,70.0,177.8,1979-09-29,"September 29, 1979 (43 years old)",Rob Reaugh
9303,Robert Williamson,United States,1982-06-15,,"Manhattan Beach, CA",0.0,0.0,0.0,0.0,1.0,6.0,,,,1982-06-15,"June 15, 1982 (41 years old)",Robert Williamson
9304,Patrick Witting,United States,1965-02-23,"Fairfax, VA","Malibu, CA",0.0,0.0,0.0,0.0,2.0,32.0,,76.0,193.04,1965-02-23,"February 23, 1965 (58 years old)",Patrick Witting
9305,Antonio Ciarelli,United States,1990-04-13,"Huntington Beach, CA","Huntington Beach, CA",1.0,3.0,0.0,0.0,15.0,798.0,,78.0,198.12,1990-04-13,"April 13, 1990 (33 years old)",Antonio Ciarelli
9306,Jeffrey Carlson,United States,1990-05-26,"Newport Beach, CA","Newport Beach, CA",0.0,2.0,0.0,0.0,25.0,1378.0,,74.0,187.96,1990-05-26,"May 26, 1990 (33 years old)",Jeffrey Carlson
9307,Jessica Jones,United States,1982-03-03,"Boardman, OH","Redondo Beach, CA",0.0,0.0,0.0,0.0,23.0,1429.0,,71.0,180.34,1982-03-03,"March 3, 1982 (41 years old)",Jessica Jones
9308,Kathleen Hosie,United States,1979-08-30,,"Sherman Oaks, CA",0.0,0.0,0.0,0.0,1.0,6.0,,68.0,172.72,1979-08-30,"August 30, 1979 (43 years old)",Kathleen Hosie
9309,Summer Ross,United States,1992-12-20,"San Diego, CA","Fort Worth, TX",11.0,15.0,19.0,4.0,140.0,23732.0,,73.0,185.42000000000002,1992-12-20,"December 20, 1992 (30 years old)",Summer Ross
9310,Caitlyn Murphy,United States,1988-08-23,,"Roseville, CA",0.0,0.0,0.0,0.0,3.0,88.0,,,,1988-08-23,"August 23, 1988 (34 years old)",Caitlyn Murphy
9311,Jennifer Thomson,Canada,1986-05-06,Montreal,Rosemere,0.0,0.0,0.0,0.0,3.0,37.0,,67.0,170.18,1986-05-06,"May 6, 1986 (37 years old)",
9312,Daria Przybylak,Poland,1991-08-30,Krotoszyn,Pila,0.0,0.0,3.0,3.0,22.0,579.0,,73.0,185.42000000000002,1991-08-30,"August 30, 1991 (31 years old)",
9313,Dorota Konieczka,Poland,1990-05-22,Wrzesnia   ,Wrzesnia   ,0.0,0.0,0.0,0.0,4.0,16.0,,70.0,177.8,1990-05-22,"May 22, 1990 (33 years old)",Dorota Konieczka
9314,Martina Laboha,United States,1988-04-08,,,,,,,,,,,,1988-04-08,"April 8, 1988 (35 years old)",
9315,Petra Šarešová,Czech Republic,1988-05-08,,,,,,,,,,,,1988-05-08,"May 8, 1988 (35 years old)",
9316,Petra Chalcarzová,Czech Republic,1983-05-15,Prosteyov,Olomovc ,0.0,0.0,0.0,0.0,2.0,18.0,,70.0,177.8,1983-05-15,"May 15, 1983 (40 years old)",Petra ChalcarzovÌÁ
9318,Iva Storkova,Czech Republic,1986-07-01,Brno,,0.0,0.0,0.0,0.0,2.0,59.0,,71.0,180.34,1986-07-01,"July 1, 1986 (37 years old)",Iva Storkova
9319,Paulina Frankowska,Poland,1989-01-27,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1989-01-27,"January 27, 1989 (34 years old)",
9320,Luisa Niemc,Poland,1989-05-05,Gdynia,Gdynia,0.0,0.0,0.0,0.0,9.0,50.0,,68.0,172.72,1989-05-05,"May 5, 1989 (34 years old)",Luisa Niemc
9321,Aneta Gancarczyk,Poland,1990-08-16,Nowysacz,Golkowice,0.0,0.0,0.0,0.0,6.0,84.0,,70.0,177.8,1990-08-16,"August 16, 1990 (32 years old)",Aneta Gancarczyk
9322,Isabella Mai,Austria,1978-12-17,St. Polten,Wien,0.0,0.0,0.0,0.0,3.0,27.0,,72.0,182.88,1978-12-17,"December 17, 1978 (44 years old)",Isabella Mai
9323,Verena Puhr,Austria,1984-11-27,Melk,Kilb,0.0,0.0,0.0,0.0,4.0,39.0,,67.0,170.18,1984-11-27,"November 27, 1984 (38 years old)",Verena Puhr
9324,Julia Maier,Austria,1986-08-30,,,0.0,0.0,0.0,0.0,2.0,12.0,,,,1986-08-30,"August 30, 1986 (36 years old)",Julia Maier
9325,Sigrid Herndler,Austria,1989-10-30,Linz,,0.0,0.0,0.0,0.0,7.0,43.0,,68.0,172.72,1989-10-30,"October 30, 1989 (33 years old)",Sigrid Herndler
9326,Julia Chukwuma,Austria,1989-03-06,Vienna,Gaibau,0.0,0.0,0.0,0.0,9.0,14.0,,68.0,172.72,1989-03-06,"March 6, 1989 (34 years old)",Julia Chukwuma
9327,Laura Horvath,Austria,1988-03-17,Eisenstadt,Neusiedl/See,0.0,0.0,0.0,0.0,3.0,0.0,,67.0,170.18,1988-03-17,"March 17, 1988 (35 years old)",Laura Horvath
9329,Cory Yoder,United States,1988-05-28,"San Clemente, CA","San Clemente, CA",0.0,0.0,0.0,0.0,1.0,6.0,,75.0,190.5,1988-05-28,"May 28, 1988 (35 years old)",Cory Yoder
9330,Manuel Schnell,Austria,1988-04-28,Klagenfurt,Klazenfurt,0.0,0.0,0.0,1.0,8.0,46.0,,71.0,180.34,1988-04-28,"April 28, 1988 (35 years old)",Manuel Schnell
9331,Michael Leeb,Austria,1988-06-23,Radenttein,Klagenfurt,0.0,0.0,0.0,1.0,37.0,573.0,,73.0,185.42000000000002,1988-06-23,"June 23, 1988 (35 years old)",Michael Leeb
9332,Felix Rinner,Austria,1982-04-26,Vienna,,0.0,0.0,0.0,0.0,1.0,12.0,,80.0,203.2,1982-04-26,"April 26, 1982 (41 years old)",Felix Rinner
9333,Sebastian Schweighofer,Austria,1987-06-05,Weiz,,0.0,0.0,0.0,0.0,6.0,25.0,,74.0,187.96,1987-06-05,"June 5, 1987 (36 years old)",
9334,Leonard Lipburger,Austria,1980-12-12,,,,,,,,,,,,1980-12-12,"December 12, 1980 (42 years old)",
9335,Ingmar Zipper,Austria,1985-10-04,,,,,,,,,,,,1985-10-04,"October 4, 1985 (37 years old)",
9336,Luke Smith,Australia,1990-08-30,"Jakarta, Indonesia",Perth,0.0,0.0,0.0,0.0,2.0,0.0,,80.0,203.2,1990-08-30,"August 30, 1990 (32 years old)",
9337,William Mercer,Australia,1991-05-28,Brisbane,Brisbane,0.0,0.0,0.0,0.0,10.0,72.0,,78.0,198.12,1991-05-28,"May 28, 1991 (32 years old)",William Mercer
9338,Peter Eglseer,Austria,1990-06-16,Kirchdorf,Kremsmünster,0.0,2.0,1.0,4.0,65.0,3467.0,,77.0,195.58,1990-06-16,"June 16, 1990 (33 years old)",Peter Eglseer
9339,Felix Koraimann,Austria,1990-09-28,Graz,,0.0,0.0,1.0,2.0,30.0,1426.0,,76.0,193.04,1990-09-28,"September 28, 1990 (32 years old)",Felix Koraimann
9340,Manuel Sarcletti,Austria,1990-09-11,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,1990-09-11,"September 11, 1990 (32 years old)",
9341,Christoph Haas,Austria,1990-09-07,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1990-09-07,"September 7, 1990 (32 years old)",
9342,Aliaksandr Dziadkou,Belarus,1990-02-20,Minsk,Bobruisk Mogilev region,2.0,1.0,2.0,2.0,78.0,5152.0,,75.0,190.5,1990-02-20,"February 20, 1990 (33 years old)",Aliaksandr Dziadkou
9343,Yauhen Vishneuski,Belarus,1990-01-25,Novosibirsk,Minsk,0.0,0.0,1.0,1.0,14.0,458.0,,72.0,182.88,1990-01-25,"January 25, 1990 (33 years old)",Yauhen Vishneuski
9344,Álvaro Morais Filho,Brazil,1990-11-27,João Pessoa (PB),Joao Pessoa,5.0,7.0,4.0,5.0,104.0,19284.0,,73.0,185.42000000000002,1990-11-27,"November 27, 1990 (32 years old)",Alvaro Filho
9345,Vitor Araújo Gonçalves Felipe,Brazil,1991-03-10,Joao Pessoa,Rio de janeiro,3.0,7.0,2.0,6.0,103.0,17623.0,,76.0,193.04,1991-03-10,"March 10, 1991 (32 years old)",Vitor Felipe
9346,Sam Schachter,Canada,1990-05-08,"Richmond Hill, ON","Scarborough, ON",9.0,11.0,2.0,5.0,126.0,18466.0,,78.0,198.12,1990-05-08,"May 8, 1990 (33 years old)",Sam Schachter
9347,Rex Fenton,Canada,1990-09-12,"Ottawa, Ontario",Ottawa,0.0,0.0,0.0,0.0,1.0,0.0,,76.0,193.04,1990-09-12,"September 12, 1990 (32 years old)",
9348,Julio Cesar Alvarez López,Costa Rica,1990-08-19,Cartago,Cartago,0.0,0.0,0.0,0.0,15.0,461.0,,74.0,187.96,1990-08-19,"August 19, 1990 (32 years old)",
9349,Luis Raul Sandoval Alfaro,Costa Rica,1990-12-16,,Atenas,0.0,0.0,0.0,0.0,10.0,141.0,,71.0,180.34,1990-12-16,"December 16, 1990 (32 years old)",Luis Sandoval
9350,Teresa Andessner,Austria,1991-04-25,Braunau,Vienna,0.0,0.0,0.0,0.0,7.0,30.0,,68.0,172.72,1991-04-25,"April 25, 1991 (32 years old)",
9351,Madita Knöppel,Austria,1991-04-07,Maria Enzersdorf,Gaaden,0.0,0.0,0.0,0.0,11.0,180.0,,72.0,182.88,1991-04-07,"April 7, 1991 (32 years old)",
9352,Christina Wallinger,Austria,1991-01-14,,Salzburg,0.0,0.0,0.0,0.0,7.0,45.0,,71.0,180.34,1991-01-14,"January 14, 1991 (32 years old)",
9353,Birgit Helminger,Austria,1992-08-12,Hallein,St. Veit,0.0,0.0,0.0,0.0,4.0,0.0,,71.0,180.34,1992-08-12,"August 12, 1992 (30 years old)",
9354,Louise Facca,Canada,,"Aurora, Ontario",,0.0,0.0,0.0,0.0,2.0,0.0,,71.0,180.34,,,
9355,Caleigh Whitaker,Canada,1990-02-14,"Sharon, ON","Sharon, ON",2.0,2.0,2.0,3.0,48.0,2073.0,,70.0,177.8,1990-02-14,"February 14, 1990 (33 years old)",Caleigh Whitaker
9356,Valentina Vrbanc,Croatia,1992-07-27,Zagreb,Zagreb,0.0,0.0,0.0,0.0,3.0,20.0,,71.0,180.34,1992-07-27,"July 27, 1992 (30 years old)",Valentina Vrbanc
9357,Ivana Boras,Croatia,1992-05-10,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1992-05-10,"May 10, 1992 (31 years old)",
9358,Onayamis Simal,Cuba,1991-06-14,,,1.0,1.0,1.0,0.0,5.0,180.0,,,,1991-06-14,"June 14, 1991 (32 years old)",
9359,Anaisa Alvarez,Cuba,1990-03-02,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1990-03-02,"March 2, 1990 (33 years old)",
9360,Michala Kvapilová Frank,Czech Republic,1990-02-08,Liberec,Prague,2.0,2.0,0.0,2.0,74.0,8045.0,,72.0,182.88,1990-02-08,"February 8, 1990 (33 years old)",Michala Kvapilova
9361,Barbora Hermannová,Czech Republic,1990-11-07,Ostrava,Prague,7.0,5.0,3.0,3.0,150.0,20334.0,,71.0,180.34,1990-11-07,"November 7, 1990 (32 years old)",Barbora Hermannova
9362,Marie Reiterová,Czech Republic,1990-03-13,Rokycany,,0.0,0.0,0.0,0.0,2.0,0.0,,70.0,177.8,1990-03-13,"March 13, 1990 (33 years old)",
9363,María José Corral Bouza,Spain,1991-01-01,Lugo,,0.0,0.0,0.0,0.0,13.0,163.0,,70.0,177.8,1991-01-01,"January 1, 1991 (32 years old)",Maria Corral
9364,Angela Lobato Herrero,Spain,1992-04-22,Nerja,Alicante,1.0,1.0,0.0,1.0,96.0,10134.0,,69.0,175.26,1992-04-22,"April 22, 1992 (31 years old)",Angela Lobato
9365,Raquel Palma Gato,Spain,1991-02-26,Valladolid,,0.0,0.0,0.0,0.0,1.0,0.0,,67.0,170.18,1991-02-26,"February 26, 1991 (32 years old)",
9366,Marta Olmedo Miguel,Spain,1991-12-03,Valladolid,,0.0,0.0,0.0,0.0,1.0,0.0,,69.0,175.26,1991-12-03,"December 3, 1991 (31 years old)",
9367,Šárka Melichárková,Czech Republic,1990-06-08,Brno,,0.0,0.0,0.0,0.0,2.0,0.0,,72.0,182.88,1990-06-08,"June 8, 1990 (33 years old)",
9368,Milla Tikkanen,Finland,1990-11-19,Pielavesi,Pielavesi,0.0,0.0,0.0,0.0,3.0,0.0,,71.0,180.34,1990-11-19,"November 19, 1990 (32 years old)",
9369,Tiffany Aubrun,France,1992-04-11,Marron,,0.0,0.0,0.0,0.0,2.0,0.0,,71.0,180.34,1992-04-11,"April 11, 1992 (31 years old)",
9370,Flavia Weiler,France,1992-03-12,Les Lilas,,0.0,0.0,0.0,0.0,2.0,0.0,,61.0,154.94,1992-03-12,"March 12, 1992 (31 years old)",
9371,Laura Emonts,Germany,1991-04-04,Tuttlingen,,0.0,1.0,0.0,0.0,2.0,20.0,,71.0,180.34,1991-04-04,"April 4, 1991 (32 years old)",
9372,Teresa Mersmann,Germany,1990-04-18,Münster,Münster,6.0,4.0,0.0,2.0,58.0,5191.0,,72.0,182.88,1990-04-18,"April 18, 1990 (33 years old)",Teresa Mersmann
9373,Chantal Laboureur,Germany,1990-01-04,Stuttgart,Stuttgart,10.0,7.0,8.0,5.0,141.0,19728.0,,70.0,177.8,1990-01-04,"January 4, 1990 (33 years old)",Chantal Laboureur
9374,Levke Spinger,Germany,1990-03-07,Husum,,2.0,0.0,0.0,0.0,3.0,25.0,,71.0,180.34,1990-03-07,"March 7, 1990 (33 years old)",
9375,Maria Christina Magkanari,Greece,1992-01-01,Amarousio,,0.0,0.0,0.0,0.0,7.0,110.0,,72.0,182.88,1992-01-01,"January 1, 1992 (31 years old)",
9376,Pigi Anna Metheniti,Greece,1992-05-27,Cholargos,,0.0,0.0,0.0,0.0,11.0,307.0,,68.0,172.72,1992-05-27,"May 27, 1992 (31 years old)",Pigi Anna Metheniti
9377,Francesca Gonnelli,Italy,1991-04-12,Ancona,,0.0,0.0,0.0,0.0,3.0,30.0,,69.0,175.26,1991-04-12,"April 12, 1991 (32 years old)",
9378,Ilze Liepinlauska,Latvia,1991-05-22,Riga,Riga,0.0,0.0,1.0,0.0,16.0,815.0,,69.0,175.26,1991-05-22,"May 22, 1991 (32 years old)",Ilze Liepinlauska
9379,Quirine Oosterveld,Netherlands,1991-05-05,,Almere,0.0,0.0,0.0,0.0,1.0,0.0,,72.0,182.88,1991-05-05,"May 5, 1991 (32 years old)",
9380,Rimke Braakman,Netherlands,1991-03-22,Den Haag,The Hague,2.0,2.0,3.0,1.0,74.0,5084.0,,71.0,180.34,1991-03-22,"March 22, 1991 (32 years old)",Rimke Braakman
9381,Juliëtte Mol,Netherlands,1990-10-08,,Den Haag,0.0,0.0,0.0,0.0,3.0,10.0,,71.0,180.34,1990-10-08,"October 8, 1990 (32 years old)",
9382,Lotte Swart,Netherlands,1991-06-20,,Houten,0.0,0.0,0.0,0.0,1.0,0.0,,69.0,175.26,1991-06-20,"June 20, 1991 (32 years old)",
9383,Harriett McAdam,New Zealand,1990-10-03,Tauranga,,0.0,0.0,0.0,0.0,1.0,0.0,,72.0,182.88,1990-10-03,"October 3, 1990 (32 years old)",
9384,Hannah Keddell,New Zealand,1990-04-19,Norwich,,0.0,0.0,0.0,0.0,1.0,0.0,,65.0,165.1,1990-04-19,"April 19, 1990 (33 years old)",
9385,Jessie Muggeridge,New Zealand,1990-04-11,New Plymouth,Hamilton,0.0,0.0,0.0,0.0,2.0,0.0,,76.0,193.04,1990-04-11,"April 11, 1990 (33 years old)",
9386,Kate Underwood,New Zealand,1990-11-08,,,0.0,0.0,0.0,0.0,1.0,0.0,,70.0,177.8,1990-11-08,"November 8, 1990 (32 years old)",
9387,Renata Bekier,Poland,1991-02-03,Sosnowiec,Myslowice,0.0,0.0,3.0,1.0,17.0,514.0,,70.0,177.8,1991-02-03,"February 3, 1991 (32 years old)",Renata Bekier
9388,Sharon Sciarini,Switzerland,1991-03-18,Lavertezzo,,0.0,0.0,1.0,0.0,2.0,15.0,,66.0,167.64000000000001,1991-03-18,"March 18, 1991 (32 years old)",
9390,Anna Alova,Russia,1990-01-28,St. Petersburg,,0.0,0.0,0.0,0.0,6.0,150.0,,71.0,180.34,1990-01-28,"January 28, 1990 (33 years old)",Anna Alova
9391,Lucia Mikolasova,Slovakia,1992-02-17,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1992-02-17,"February 17, 1992 (31 years old)",
9392,Veronika Volfova,Slovakia,1992-05-12,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,1992-05-12,"May 12, 1992 (31 years old)",
9393,Katarina Mozuchova,Slovakia,1991-04-16,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,1991-04-16,"April 16, 1991 (32 years old)",
9394,Magdalena Nociarova,Slovakia,1991-04-10,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1991-04-10,"April 10, 1991 (32 years old)",
9395,Olena Basanova,Ukraine,1992-07-16,Pibhe,,0.0,0.0,0.0,1.0,14.0,265.0,,72.0,182.88,1992-07-16,"July 16, 1992 (30 years old)",
9396,Valentyna Hrytsyuk,Ukraine,1992-01-06,Pibhe,,0.0,0.0,0.0,1.0,14.0,265.0,,69.0,175.26,1992-01-06,"January 6, 1992 (31 years old)",
9397,Maryna Samoday Hladun,Ukraine,1992-09-18,Suny,Suny,1.0,5.0,3.0,1.0,37.0,5838.0,,71.0,180.34,1992-09-18,"September 18, 1992 (30 years old)",Maryna Hladun
9398,Tetyana Sukach,Ukraine,1991-02-27,Dniepropetrovsk,Dnipropetrovsk,0.0,0.0,0.0,0.0,5.0,14.0,,69.0,175.26,1991-02-27,"February 27, 1991 (32 years old)",
9399,Denis Vujcic,Croatia,1990-08-15,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1990-08-15,"August 15, 1990 (32 years old)",
9400,Ivan Djordjevic,Croatia,1990-05-06,Rijeka,Opatija,0.0,0.0,0.0,0.0,7.0,215.0,,75.0,190.5,1990-05-06,"May 6, 1990 (33 years old)",Ivan Djordjevic
9401,Yaimel Borrell de Montes de Oca,Cuba,1990-09-11,Ciego de Avila ,,1.0,1.0,0.0,0.0,3.0,100.0,,75.0,190.5,1990-09-11,"September 11, 1990 (32 years old)",
9402,Sergio Reynaldo Gonzalez Bayard,Cuba,1990-06-20,Holguin,LA Habana,19.0,10.0,7.0,1.0,59.0,5917.0,,76.0,193.04,1990-06-20,"June 20, 1990 (33 years old)",Sergio Gonzalez
9403,Robert Božek,Czech Republic,1990-08-05,Brno,,0.0,0.0,0.0,0.0,1.0,0.0,,76.0,193.04,1990-08-05,"August 5, 1990 (32 years old)",
9404,Jirí Chochlík,Czech Republic,1990-01-21,Brno,,0.0,0.0,0.0,0.0,3.0,0.0,,74.0,187.96,1990-01-21,"January 21, 1990 (33 years old)",
9405,Daniel Pfeffer,Czech Republic,1990-04-27,,,0.0,0.0,0.0,0.0,2.0,0.0,,,,1990-04-27,"April 27, 1990 (33 years old)",
9406,Jan Rodek,Czech Republic,1990-01-14,,Opava,0.0,0.0,0.0,0.0,3.0,0.0,,77.0,195.58,1990-01-14,"January 14, 1990 (33 years old)",
9407,Oliver Venndt Kaszas,Denmark,1991-07-27,Hellerup,Copenhagen,0.0,1.0,0.0,1.0,27.0,458.0,,75.0,190.5,1991-07-27,"July 27, 1991 (31 years old)",Oliver Kaszas
9408,Sebastian Venndt Kaszas,Denmark,1993-04-14,Hellerup,Copenhagen,0.0,1.0,0.0,1.0,27.0,458.0,,76.0,193.04,1993-04-14,"April 14, 1993 (30 years old)",Sebastian Kaszas
9409,Jesús Castizo Díaz,Spain,1990-06-28,Huelva,,0.0,1.0,1.0,1.0,7.0,112.0,,74.0,187.96,1990-06-28,"June 28, 1990 (33 years old)",
9410,Víctor Bouza Ferreiro,Spain,1990-06-10,Lugo,,0.0,1.0,1.0,1.0,3.0,100.0,,73.0,185.42000000000002,1990-06-10,"June 10, 1990 (33 years old)",
9411,Daniel Herrera Allepuz,Spain,1990-11-24,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,1990-11-24,"November 24, 1990 (32 years old)",
9412,Obán Vázquez Castillo,Spain,1990-05-20,Castellón De La Plana,,0.0,0.0,0.0,0.0,1.0,0.0,,72.0,182.88,1990-05-20,"May 20, 1990 (33 years old)",
9413,Markus Väisänen,Finland,1990-03-06,Pieksämäki,Siikamäki,0.0,0.0,0.0,0.0,6.0,34.0,,77.0,195.58,1990-03-06,"March 6, 1990 (33 years old)",
9414,Joona Manninen,Finland,1990-01-12,Pieksämäki,Pieksämäki,0.0,0.0,0.0,0.0,6.0,34.0,,75.0,190.5,1990-01-12,"January 12, 1990 (33 years old)",
9415,Florian Lacassie,France,1990-11-16,Aix-en-Provence,,0.0,0.0,0.0,0.0,1.0,0.0,,76.0,193.04,1990-11-16,"November 16, 1990 (32 years old)",
9416,Yacine Louati,France,1992-03-04,Tourcoing,,0.0,0.0,0.0,0.0,5.0,30.0,,78.0,198.12,1992-03-04,"March 4, 1992 (31 years old)",
9417,Steffen Drößler,Germany,1990-10-14,Gotha,Berlin,0.0,1.0,0.0,0.0,8.0,205.0,,79.0,200.66,1990-10-14,"October 14, 1990 (32 years old)",
9418,Thomas Just,Germany,1990-06-25,Bocholt/Borken,,0.0,0.0,0.0,0.0,1.0,0.0,,74.0,187.96,1990-06-25,"June 25, 1990 (33 years old)",
9419,Paul Becker,Germany,1990-04-03,Frankenberg,Frankenberg,0.0,0.0,0.0,1.0,11.0,503.0,,73.0,185.42000000000002,1990-04-03,"April 3, 1990 (33 years old)",Paul Becker
